name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost_for_two,listed_in(type),listed_in(city),price_category
The Culinarium,no,no,4.0,38,+91 8043754299,Vasanth Nagar,"Cafe, Dessert Parlor","Salted Caramel, Pie","Cafe, Desserts, Beverages",1100,Cafes,Residency Road,Premium
Cafe Kaara,no,no,4.3,167,080 25586860,Ulsoor,Cafe,"Coffee, Cappuccino, Hot Chocolate, Sandwich, Tiramisu, Pasta, Fries","Cafe, Salad, Desserts, Pizza",750,Cafes,Residency Road,Premium
Infinitea Tea Room & Tea Store,yes,yes,4.2,864,"080 41148428
080 41148810",Cunningham Road,"Casual Dining, Cafe","Tea, Momos, Tiramisu, Sandwiches, Pesto Pasta, Sandwich, Chips","Continental, Cafe, Desserts, Salad, Momos",1000,Cafes,Residency Road,Premium
Mudpipe Cafe,yes,no,4.2,745,+91 9886140111,Cunningham Road,Cafe,"Sandwiches, Lemonade, Nachos, Mozzarella Sticks, Fries, Pasta, Pizza","Cafe, Continental, Italian, Burger",750,Cafes,Residency Road,Premium
Cafe Cassia& Deli,no,no,4.2,116,080 41154102,Ulsoor,"Casual Dining, Cafe","Coffee, Pasta, Tea","Lebanese, Mediterranean, Cafe",1000,Cafes,Residency Road,Premium
Cafe Cerrise,no,no,3.8,99,"080 39236388
080 41641430",Ulsoor,Cafe,"Bannoffee Pie, Pasta, Sandwiches, Salsa, Sandwich, Salads, Pita Bread","Cafe, Continental, Salad",600,Cafes,Residency Road,Mid
FreshMenu,yes,no,3.6,385,080 49653271,Central Bangalore,Delivery,"Salads, Burgers, Salad, Potato Wedges, Chicken Dum Biryani, Pizza, Noodles","Continental, Asian, Healthy Food, Burger, Biryani, Pizza, Italian, Fast Food",450,Delivery,Residency Road,Mid
Donne Biriyani House,yes,no,4.0,496,+91 9739406501,Indiranagar,Quick Bites,"Pepper Chicken, Chicken Biryani, Mutton Biryani",Biryani,300,Delivery,Residency Road,Mid
Leon Grill,yes,no,4.2,288,+91 8022232900,St. Marks Road,Quick Bites,"Burgers, Fries, Peri Peri Chicken, Nachos, Wings, Rolls, Tandoori Burger","Burger, Fast Food",500,Delivery,Residency Road,Mid
BOX8- Desi Meals,yes,no,4.3,295,022 33552698,Residency Road,"Takeaway, Delivery","Dal Makhani, Chicken Curry, Sandwiches, Paratha, Butter Chicken","North Indian, Mughlai, Fast Food",500,Delivery,Residency Road,Mid
Behrouz Biryani,yes,no,4.0,115,+91 7700050050,Residency Road,Delivery,"Gulab Jamun, Basmati Rice, Paneer Subz Biryani, Gosht Dum Biryani, Chicken Biryani",Biryani,650,Delivery,Residency Road,Mid
Tadkawala,yes,no,3.4,87,080 49653213,Vasanth Nagar,"Takeaway, Delivery","Veg Thali, Salad",North Indian,200,Delivery,Residency Road,Low
Punjabi Dhaba,yes,no,3.4,360,+91 9900296710,Ejipura,Quick Bites,"Butter Chicken, Paratha",North Indian,350,Delivery,Residency Road,Mid
Moto Store & CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,yes,no,4.2,385,080 49653126,Ulsoor,Cafe,"Wedges, Maggi, Burgers, Waffles, Margherita Pizza, Aam Panna, Tea","Pizza, Italian, Cafe, Burger, Finger Food, Fast Food, Sandwich",500,Delivery,Residency Road,Mid
Energy Addaa,yes,no,4.2,69,+91 7411143355,Basavanagudi,Quick Bites,"Pizza, Nachos, Salads, Peri Peri Fries, Brownie, Pasta Alfredo, Spaghetti","Salad, Healthy Food, Sandwich, Juices, Burger, Desserts, Pizza",500,Delivery,Residency Road,Mid
KC Das,yes,no,3.9,376,"080 25587003
+91 9343767470",MG Road,"Sweet Shop, Quick Bites","Rasgulla, Luchi, Samosa, Radhaballavi, Rasmalai, Kheer Kadam, Chamcham","Mithai, Street Food",200,Delivery,Residency Road,Low
Smally's Resto Cafe,yes,no,4.2,3581,+91 9986658881,Church Street,Cafe,"Burgers, Snicker Shake, Thick Shakes, Pasta, Chicken Wings, Peri Fries, Peri Peri Chicken Burger","Cafe, Italian, Burger, American, Steak",650,Delivery,Residency Road,Mid
Pathaan Sir,yes,no,3.8,93,+91 9739956197,Frazer Town,Quick Bites,"Rolls, Fries, Egg Roll","Rolls, Chinese",300,Delivery,Residency Road,Mid
Corner House Ice Cream,yes,no,4.4,638,"080 25583262
+91 9900545172",Residency Road,Dessert Parlor,"Hot Chocolate Fudge, Chocolate Mousse, Ice Cream Strawberry, Vanilla Ice Cream, Thick Shakes, Fruit Salad, Fudge Cake","Ice Cream, Desserts",400,Delivery,Residency Road,Mid
Mojo Pizza - 2X Toppings,yes,no,4.3,30,022 33252828,Residency Road,"Takeaway, Delivery","Garlic Bread, Chocolava, House Pizza, Spicy Paneer Pizza",Pizza,600,Delivery,Residency Road,Mid
Empire Restaurant,yes,no,4.0,3286,080 40414141,Church Street,Casual Dining,"Paneer Tikka, Bheja Fry, Ghee Rice, Jumbo Shawarma, Brain Fry, Raita, Biryani","North Indian, Mughlai, South Indian, Chinese",750,Delivery,Residency Road,Premium
Wazir's,yes,no,3.3,262,"080 22292668
080 41145555",Shanti Nagar,Casual Dining,"Biryani, Butter Chicken, Butter Naan, Kalmi Kebab, Roti, Rolls, Fried Rice","North Indian, Chinese",500,Delivery,Residency Road,Mid
Dunkin' Donuts,yes,no,4.0,1087,080 40944712,Brigade Road,"Quick Bites, Dessert Parlor","Burgers, Coffee, Chocolate Donut, Bagel, Chocolate Drink, Dunkaccinos, Hot Chocolate","Desserts, Cafe, Beverages, Burger, Fast Food",550,Delivery,Residency Road,Mid
Faasos,yes,no,4.0,114,+91 7700020020,Vasanth Nagar,Delivery,"Rolls, Veggie Wrap, Biryani, Paratha, Cheesy Chicken Wrap","North Indian, Biryani, Fast Food",500,Delivery,Residency Road,Mid
Red Onion,yes,yes,4.2,570,"080 40918141
+91 8867785004",Shanti Nagar,Casual Dining,"Fish, Dumplings, Biryani, Paneer Tikka Masala, Manchow Soup, Chicken Wings, Chop Suey","Chinese, North Indian, Biryani, Kebab",1200,Delivery,Residency Road,Premium
Amritsari Kulcha Bite,yes,no,3.9,116,080 49653083,Ulsoor,Quick Bites,"Lassi, Amritsari Kulcha, Chole",North Indian,150,Delivery,Residency Road,Low
Shanthi Sagar,yes,no,4.0,208,080 49653201,Ulsoor,Quick Bites,"Coffee, Roti, Vada Pav","South Indian, North Indian, Chinese, Juices",250,Delivery,Residency Road,Low
Sagar,yes,no,4.0,152,+91 9900091999,Seshadripuram,Casual Dining,"Misal Pav, Pizza, Fafda, Pav Bhaji, Rava Dosa, Chaat, Panipuri",North Indian,600,Delivery,Residency Road,Mid
Meghana Foods,yes,no,4.3,2162,"080 41308080
080 41487070",Residency Road,Casual Dining,"Chicken Boneless Biryani, Mutton Biryani, Andhra Style Biryani, Hyderabadi Biryani, Vegetable Biryani, Paneer Biryani, Fry Prawns","Biryani, Andhra, North Indian, Seafood",600,Delivery,Residency Road,Mid
Ovenstory Pizza,yes,no,3.9,106,+91 7738383000,Vasanth Nagar,Delivery,"Pizza, Chocolava",Pizza,800,Delivery,Residency Road,Premium
Pizza Hut,yes,no,3.8,236,"080 39883988
080 60009000",Shanti Nagar,Quick Bites,"Garlic Bread, Paneer Pizza, Supreme Pizza, Tandoori Paneer","Pizza, Fast Food",750,Delivery,Residency Road,Premium
KFC,yes,no,3.6,212,080 33994444,Cunningham Road,Quick Bites,"Burgers, Crispy Chicken, Chicken Zinger Burger, French Fries, Chicken Fries, Hot Wings","Burger, Fast Food",400,Delivery,Residency Road,Mid
Richie Rich,yes,no,4.0,631,"080 22269655
080 30589655",Race Course Road,"Dessert Parlor, Quick Bites","Tawa Pulav, Faluda, Pav Bhaji, Ice Cream Sundae, Brownie, Hot Chocolate Fudge, Fruit Salad","Desserts, Beverages, Fast Food, Ice Cream",450,Delivery,Residency Road,Mid
Masala Central,yes,no,3.8,79,+91 9923703155,Frazer Town,Quick Bites,"Sandwiches, Tea, Masala Chai, Pasta, Maggi, Sandwich, Chicken Burger",North Indian,300,Delivery,Residency Road,Mid
KKR FOODIES,yes,yes,3.3,60,"+91 9620388962
+91 8309719673",St. Marks Road,Quick Bites,Biryani,"Fast Food, North Indian",400,Delivery,Residency Road,Mid
Nagarjuna,no,no,4.3,1796,080 49652992,Residency Road,Casual Dining,"Mutton Biryani, Chicken Biryani, Hyderabadi Biryani, Andhra Biryani, Mutton Keema Balls, Thali, Raita","Andhra, Biryani",800,Delivery,Residency Road,Premium
Xpress Biryani,yes,no,4.3,152,+91 8043757153,Ulsoor,Casual Dining,"Butter Chicken Biryani, Gulab Jamun, Chicken Afghani Biryani, Chicken Tikka Biryani, Dal Bukhara, Hara Bhara Kebab, Mutton Keema","Biryani, North Indian, Kebab",650,Delivery,Residency Road,Mid
Alampur Bar And Restaurant,no,no,3.7,45,080 22256578,Race Course Road,Casual Dining,"Thali, Chicken Biryani","Chinese, South Indian, North Indian",900,Delivery,Residency Road,Premium
Swathi Deluxe Restaurant,yes,no,2.9,75,"+91 9880218888
080 22210083",Shanti Nagar,Casual Dining,"Biryani, Chicken Kebab, Andhra Meal, Lime Soda",North Indian,500,Delivery,Residency Road,Mid
Burger King,yes,no,4.0,661,+91 8767997746,Commercial Street,Quick Bites,"Burgers, Chicken Tandoori Grill Burger, Cheesy Chicken Fries, Chicken Whopper, Whopper Burger, Tandoor Chicken Burger, Mutton Whopper","Burger, Fast Food, Beverages",600,Delivery,Residency Road,Mid
Soda Bottle Opener Wala,yes,yes,4.4,3727,080 45128763,Lavelle Road,"Casual Dining, Irani Cafee","Okra, Pancakes, Cocktails, Berry Pulao, Kanda Bhajiya, Brownie Chocolate, Kulfi","Parsi, North Indian",1300,Delivery,Residency Road,Premium
Eat At Nite,yes,no,3.3,82,080 49652523,Frazer Town,"Takeaway, Delivery","Andhra Chicken Curry, Hyderabadi Chicken Dum Biryani, Fried Rice","North Indian, Chinese, Rolls, Andhra",400,Delivery,Residency Road,Mid
No 10 Fort Cochin,yes,yes,3.8,197,+91 7777876000,St. Marks Road,Casual Dining,"Fish, Thali, Egg Roast, Buttermilk, Kerala Parotta, Paratha, Kadala Curry","Biryani, Kerala, Seafood, South Indian",800,Delivery,Residency Road,Premium
Belgian Waffle Factory,yes,no,4.9,1749,+91 9481511911,Brigade Road,Dessert Parlor,"Coffee, Berryblast, Nachos, Chocolate Waffles, Nutella Waffle, Chocolate Overload, Sandwiches",Desserts,400,Delivery,Residency Road,Mid
The Good Grain,yes,no,4.1,54,"080 43751583
080 43751584",Residency Road,Casual Dining,"Curd Rice, Biryani","Healthy Food, North Indian, South Indian",550,Delivery,Residency Road,Mid
Mani's Dum Biryani,yes,no,4.0,180,+91 9606441697,Ulsoor,Casual Dining,"Chicken Biryani, Vegetable Biryani, Raita","Biryani, Andhra",750,Delivery,Residency Road,Premium
Rasovara,yes,yes,4.3,772,"080 41738968
+91 9886060965",Lavelle Road,Casual Dining,"Thali, Aamras, Malpua, Dal Bati, Lassi, Plain Rice, Buttermilk","Rajasthani, North Indian",1400,Delivery,Residency Road,Premium
Smoke House Deli,yes,no,4.6,2521,"+91 8041277989
+91 8041276272",Lavelle Road,Casual Dining,"Cocktails, Burgers, Salads, Veg Burger, Peri Chicken, Pasta Alfredo, Hazelnut Mousse Flan","European, Italian, Desserts, Salad, Juices, Steak",1600,Delivery,Residency Road,Premium
Bombay Sandwich Company,yes,no,3.0,41,"080 49595676
+91 9986507832",Indiranagar,Delivery,"Sandwiches, Falafal Sandwich","Sandwich, Beverages",400,Delivery,Residency Road,Mid
SGS Non Veg - Gundu Pulav,yes,no,3.9,56,+91 9742166077,St. Marks Road,Quick Bites,Chilli Chicken,"Biryani, Fast Food",400,Delivery,Residency Road,Mid
Kaati Zone,yes,no,3.0,165,"+91 9148398566
080 65660000",Church Street,Quick Bites,"Rolls, Chicken Tikka Roll, Cheese Roll","Fast Food, Biryani, Rolls",350,Delivery,Residency Road,Mid
Tata Cha,yes,no,3.7,70,18001208242,Church Street,"Beverage Shop, Cafe","Chai, Ginger Tea, Poha, Masala Tea, Coffee, Bun Maskas","Cafe, Tea, North Indian",500,Delivery,Residency Road,Mid
Chutney Chang,yes,yes,4.2,4752,"080 40001234
+91 9008001193",Church Street,Casual Dining,"Chaat, Chocolate Wonton, Apple Pie, Raj Kachori, Caramel Custard, Momos, Chicken Curry","North Indian, Chinese, BBQ",1500,Delivery,Residency Road,Premium
Hotel Ramprasad,yes,no,4.2,93,+91 9886723465,Brigade Road,Quick Bites,"Filter Coffee, Kesari Bath, Curd Rice, Idli Vada, Crispy Masala Dosa, Masala Tea, Thick Coconut Chutney","South Indian, Chinese",300,Delivery,Residency Road,Mid
Hammered,yes,yes,4.6,4841,"+91 8041217527
+91 7618729481",Cunningham Road,"Pub, Cafe","Sangria, Chicken Satay, Crispy Corn, Masala Fries, Wood Fire Pizza, Pesto Pasta, Cocktails","North Indian, Thai, Japanese, Continental, Cafe",1300,Delivery,Residency Road,Premium
Anna Kuteera,no,no,3.8,62,+91 8095011126,St. Marks Road,Casual Dining,"Panner Tikka, Coffee, Vada, Idli","South Indian, North Indian, Chinese",400,Delivery,Residency Road,Mid
Firangi Bake,yes,no,4.0,70,+91 7710090007,Koramangala 8th Block,Delivery,"Lasagne, Chicken Masala, Garlic Bread","Mexican, Italian",600,Delivery,Residency Road,Mid
Chowmein,yes,no,4.0,280,"080 43709191
+91 9535908111",Seshadripuram,Casual Dining,"Noodles, Chicken Noodle, Chop Suey, Chowmein, Rolls, Clear Soup, Chinese Bhel","North Indian, Chinese, Thai, Momos",600,Delivery,Residency Road,Mid
Krispy Kreme,yes,no,4.0,47,080 41254402,Richmond Road,Dessert Parlor,"Donut, Coffee","Desserts, Beverages",300,Delivery,Residency Road,Mid
Eden Park,yes,yes,4.1,637,080 49652446,Cunningham Road,Casual Dining,"Pasta, Bamboo Biryani, Noodles, Chicken Guntur, Andhra Meal, Andhra Style Biryani, Babycorn Manchurian","Andhra, Biryani, Chinese, North Indian, Seafood, South Indian",1100,Delivery,Residency Road,Premium
Pasta Street,yes,yes,4.5,1648,"080 40976578
080 40976910",Cunningham Road,Casual Dining,"Pasta, Pizza, Garlic Bread, Wine, Salad, Salads, Ravioli","Italian, Pizza, Salad",1300,Delivery,Residency Road,Premium
Chai Point,yes,no,3.9,272,+91 8880141000,MG Road,"Beverage Shop, Quick Bites","Banana Cake, Ginger Tea, Samosa, Chicken Sandwich, Masala Chai, Ginger Chai, Masala Tea","Fast Food, Beverages",250,Delivery,Residency Road,Low
Beijing Bites,yes,no,3.8,266,"080 41246933
080 40915505",Richmond Road,Casual Dining,"Manchurian, Noodles, Chop Suey, Basil Chicken, Triple Schezwan, Dragon Chicken, Schezwan Rice","Chinese, Thai",850,Delivery,Residency Road,Premium
The Brekkie Shop,yes,no,3.2,65,+91 8880621621,MG Road,Kiosk,"Pasta, Fruit Parfait","Healthy Food, Sandwich",300,Delivery,Residency Road,Mid
Peace Restaurant,yes,no,2.9,111,"080 40919546
+91 9591984303",Shanti Nagar,Casual Dining,"Thukpa, Hakka Noodles","Chinese, Tibetan, North Indian",500,Delivery,Residency Road,Mid
Domino's Pizza,yes,no,3.9,121,"080 25329010
18602100000",MG Road,Quick Bites,"Pizza, Garlic Bread","Pizza, Fast Food",400,Delivery,Residency Road,Mid
Mama Mia!,yes,no,4.0,112,+91 9845017717,Seshadripuram,Dessert Parlor,"Hot Chocolate, Fries, Gelato, Brownie, Strawberry Shake, Vanilla Ice Cream, Thick Shakes","Desserts, Cafe",400,Delivery,Residency Road,Mid
Mainland China,yes,yes,4.5,1431,"080 25597722
080 25597711",Church Street,"Casual Dining, Bar","Hunan Tofu, Noodles, Jumbo Prawns, Jasmine Tea, Chicken Momo, Cocktails, Momos",Chinese,1700,Delivery,Residency Road,Premium
Cafe Azzure,yes,yes,4.2,2747,080 49653400,MG Road,Cafe,"Pasta, Wedges, Pizza, Nachos, Mocktails, Burgers, Thick Shakes","Cafe, Continental, Italian, Burger",1200,Delivery,Residency Road,Premium
Portland Steakhouse & Cafe,yes,yes,4.3,2053,"080 25593405
080 41127142",MG Road,Casual Dining,"Spaghetti, Beef Steak, Bbq Chicken Pizza, Burgers, Apple Pie, Ice Tea, Salads","Steak, Italian, Continental, American, Burger, BBQ, Salad",1500,Delivery,Residency Road,Premium
Sandwichwallas,yes,no,3.9,105,"+91 8050588140
+91 9632513837",Jayanagar,Quick Bites,"Garlic Bread, Sandwiches, Aloo Tikki Burger, Club Sandwich, White Sauce Pasta, Garlic Rice",Fast Food,200,Delivery,Residency Road,Low
WOW! Momo,yes,no,3.6,125,"080 40988938
+91 9611304277",Brigade Road,"Food Court, Quick Bites","Burgers, Chocolate Momos, Noodles, Cheese Momos","Tibetan, Momos",400,Delivery,Residency Road,Mid
Laughing Llama Gastropub,yes,yes,4.2,415,+91 9535029732,Brigade Road,"Bar, Casual Dining","Pancakes, Cocktails, Biryani, Draught Beer, Long Island Iced Tea, Nachos, Mocktails","Finger Food, Continental, Pizza",1600,Delivery,Residency Road,Premium
Utse Kitchen,yes,no,4.2,182,"080 25566688
080 48906688",Commercial Street,Casual Dining,"Momos, Thukpa, Noodles, Nepali Thali, Chicken Momo, Chilli Momo","Nepalese, Tibetan, Momos",800,Delivery,Residency Road,Premium
Skoolroom,no,no,4.3,583,+91 9743538476,Ulsoor,Cafe,"Chocolate Overload, Burgers, Peri Peri Chicken Pizza, Pasta, Peri Peri Chicken Burger, Momos, Freak Shake","Cafe, Continental, Italian, Burger, Beverages",700,Delivery,Residency Road,Mid
Oh! Calcutta,yes,yes,4.5,1142,"080 25326614
+91 9379544302",Church Street,"Casual Dining, Bar","Fish, Curry Crab, Mocktails, Luchi, Kosha Mangsho, Sea Food, Daab Chingri","Bengali, Seafood",1200,Delivery,Residency Road,Premium
Oregano Pizzeria,yes,no,3.4,60,+91 8747000082,Frazer Town,Quick Bites,"Pizza, Pasta, Burgers, Lasagne, Masala Garlic Bread","Italian, Pizza",300,Delivery,Residency Road,Mid
Northern Route,yes,no,4.1,161,+91 9663708213,St. Marks Road,Quick Bites,"Paratha, Paneer Pakora, Chole Bhature, Rajma Chawal, Chaach, Lassi, Buttermilk","North Indian, Street Food",300,Delivery,Residency Road,Mid
Shaadi Ki Biryani,yes,no,2.8,303,080 65650707,Commercial Street,Casual Dining,"Mutton Biryani, Brinjal Curry, Chicken Biryani, Kheer, Hyderabadi Biryani, Raita, Kebab Platter",Biryani,500,Delivery,Residency Road,Mid
Desi Vdesi,yes,no,3.9,113,"+91 8867762986
+91 9880733916",Shanti Nagar,Quick Bites,"Rolls, Burgers, Sandwiches, Nachos, Sweet Lassi, Fries, Methi Paratha","Fast Food, North Indian, Rolls",250,Delivery,Residency Road,Low
XO Belgian Waffle,yes,no,4.5,222,+91 6362619816,Brigade Road,Food Court,"Belgian Waffles, Bubble Gum Shake, Hot Chocolate, Salted Caramel, Nutella Waffle","Desserts, Beverages",450,Delivery,Residency Road,Mid
Rahhams,yes,no,2.6,313,080 22228700,Shanti Nagar,Casual Dining,"Mutton Biryani, Shawarma, Mutton Chops, Pahadi Kebab, Chicken Kebab, Mango Shake, Rolls","Mughlai, North Indian, Chinese",700,Delivery,Residency Road,Mid
Glen's Bakehouse,yes,no,4.4,1115,"080 41124894
080 41126825",Lavelle Road,"Bakery, Cafe","Pizza, Coffee, Pasta, Tiramisu, Cheesecake, Hot Chocolate, Pie","Bakery, Cafe, Italian, Desserts",600,Delivery,Residency Road,Mid
Hotel Fanoos,yes,no,4.0,790,"+91 8892322814
+91 9113292702",Richmond Road,Quick Bites,"Rolls, Shawarma, Chicken Shawarama, Beef Shwarma, Haleem, Beef Seekh Roll, Chicken Roll","Arabian, Biryani, Rolls, Kebab",400,Delivery,Residency Road,Mid
Thai House,yes,no,4.3,131,"080 48544470
+91 9900153850",Brigade Road,Casual Dining,"Tom Yum Soup, Fish, Salad",Thai,700,Delivery,Residency Road,Mid
Pind Balluchi,no,yes,4.0,1025,"080 41153761
+91 8904133378",Brigade Road,Casual Dining,"Palak Paneer, Mango Lassi, Panner Tikka, Veg Platter, Dal Makhani, Chicken Rara, Malai Tikka","North Indian, Mughlai, Kebab",700,Delivery,Residency Road,Mid
Shezan,yes,no,4.2,402,"080 22287895
080 22262195",Cunningham Road,Casual Dining,"Butter Naan, Mudpie, Mutton Biryani, Chicken Tikka, Kulfi, Steak, Sweet Corn Soup","Chinese, Continental, North Indian, Mughlai, Steak",600,Delivery,Residency Road,Mid
Kanti Sweets,yes,no,3.9,104,"080 22960603
080 41127968",Brigade Road,"Sweet Shop, Quick Bites","Chaat, Sandwiches, Rasmalai","Mithai, Street Food",400,Delivery,Residency Road,Mid
Sagar Delicacy,yes,no,3.9,87,080 41471383,Ulsoor,Casual Dining,"Handi Biryani, Sandwich","North Indian, Chinese, Fast Food, Street Food",500,Delivery,Residency Road,Mid
Mad Over Donuts,yes,no,3.9,148,"+91 8033166397
+91 8067266398",Brigade Road,Food Court,Donut,"Bakery, Desserts, Beverages",450,Delivery,Residency Road,Mid
Green Onion,no,no,4.3,1195,"080 25327146
+91 9844319903",Residency Road,Casual Dining,"Noodles, Coriander Soup, Chicken Lollipop, Honey Potato, Momos, Schezwan Fried Rice, Chicken Drumstick",Chinese,550,Delivery,Residency Road,Mid
Cream Chemistry,yes,no,3.9,150,+91 9916025496,Frazer Town,Dessert Parlor,"Rolls, Ice Cream Roll","Ice Cream, Desserts",500,Delivery,Residency Road,Mid
Tree Top,yes,no,3.8,75,080 49652744,Wilson Garden,Casual Dining,Friendly Staff,"Continental, Chinese, North Indian, South Indian",1000,Delivery,Residency Road,Premium
Firewood Biryani,yes,no,3.9,458,"080 41253811
+91 7022114555",Residency Road,Quick Bites,"Rice Kheer, Hariyali Chicken, Chicken Kebab, Chicken Biryani, Firewood Biryani, Mutton Biryani, Badam Phirni","Biryani, Kebab, Rolls",400,Delivery,Residency Road,Mid
Chung Wah,yes,no,4.0,363,"080 25582662
080 25580708",Residency Road,Casual Dining,"Jasmine Tea, Spring Roll, Golden Fried Prawns, Momos, Hakka Noodles, Hunan Chicken Gravy, Drunken Chicken Wings","Chinese, Thai, Momos, Vietnamese",1000,Delivery,Residency Road,Premium
Marzipan Cafe & Bakery,yes,no,4.2,444,"+91 9844422724
+91 9902069665",Ulsoor,"Cafe, Bakery","Coffee, Cheesecake, Chicken Baguette, Pasta, Mudcake, Hot Chocolate, Wedges","Cafe, Mediterranean, Bakery, Greek, Beverages",700,Delivery,Residency Road,Mid
Donne Biriyani Mane,yes,no,3.4,64,"+91 9343507688
+91 9738905017",Church Street,Quick Bites,"Donne Biryani, Mutton Biryani","Biryani, Kebab",400,Delivery,Residency Road,Mid
